asm_accession	organism	taxid	bioproject	biosample	strain	asm_seq_tech	n_chromosomes	true_size	asm_coverage	platform	checkm_completeness	checkm_contamination	checkm_completeness_percentile	release_date	library_selection	library_source	library_strategy	run	estimate	method	relative_size	relative_error	cpu_time	memory_mb	stats_num_seqs	stats_sum_len	stats_avg_len	stats_median_len	avg_qual
GCF_036884815.1	Bacillus spizizenii	96241	PRJNA1075203	SAMN39909520	kcgeb_S11	Illumina;ONT	1	4130172	945.0	OXFORD_NANOPORE	99.41	0.29	100.0	2024-04-05	PCR	GENOMIC	WGS	SRR27935473	5498753.0	lrge-ava	1.331361744740897	33.1361744740897	16.62	823.86	372731.0	1000002410.0	2682.9	1353.0	9.75
GCF_036884815.1	Bacillus spizizenii	96241	PRJNA1075203	SAMN39909520	kcgeb_S11	Illumina;ONT	1	4130172	945.0	OXFORD_NANOPORE	99.41	0.29	100.0	2024-04-05	PCR	GENOMIC	WGS	SRR27935473	5509204.0	lrge-2set	1.3338921478330685	33.38921478330685	16.82	360.02	372731.0	1000002410.0	2682.9	1353.0	9.75
GCF_036884815.1	Bacillus spizizenii	96241	PRJNA1075203	SAMN39909520	kcgeb_S11	Illumina;ONT	1	4130172	945.0	OXFORD_NANOPORE	99.41	0.29	100.0	2024-04-05	PCR	GENOMIC	WGS	SRR27935473	8320590.0	mash	2.0145868017118898	101.458680171189	44.94	1481.51	372731.0	1000002410.0	2682.9	1353.0	9.75
GCF_036884815.1	Bacillus spizizenii	96241	PRJNA1075203	SAMN39909520	kcgeb_S11	Illumina;ONT	1	4130172	945.0	OXFORD_NANOPORE	99.41	0.29	100.0	2024-04-05	PCR	GENOMIC	WGS	SRR27935473	3976873.0	genomescope	0.9628831438496992	-3.7116856150300763	46.59	8012.91	372731.0	1000002410.0	2682.9	1353.0	9.75
GCF_036884815.1	Bacillus spizizenii	96241	PRJNA1075203	SAMN39909520	kcgeb_S11	Illumina;ONT	1	4130172	945.0	OXFORD_NANOPORE	99.41	0.29	100.0	2024-04-05	PCR	GENOMIC	WGS	SRR27935473	4075191.0	raven	0.9866879636005473	-1.3312036399452614	302.08	13539.22	372731.0	1000002410.0	2682.9	1353.0	9.75
GCF_009662195.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190550	MB8_B10	ONT	1	4225362	602.0	OXFORD_NANOPORE	98.29	1.04	80.35714	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390705	4466508.0	lrge-ava	1.0570710864536577	5.7071086453657704	15.92	634.61	265591.0	1000007358.0	3765.2	1805.0	11.79
GCF_009662195.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190550	MB8_B10	ONT	1	4225362	602.0	OXFORD_NANOPORE	98.29	1.04	80.35714	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390705	4472740.0	lrge-2set	1.0585459896690508	5.854598966905084	15.6	276.0	265591.0	1000007358.0	3765.2	1805.0	11.79
GCF_009662195.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190550	MB8_B10	ONT	1	4225362	602.0	OXFORD_NANOPORE	98.29	1.04	80.35714	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390705	8039200.0	mash	1.9026062145681246	90.26062145681246	45.12	797.2	265591.0	1000007358.0	3765.2	1805.0	11.79
GCF_009662195.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190550	MB8_B10	ONT	1	4225362	602.0	OXFORD_NANOPORE	98.29	1.04	80.35714	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390705	3915764.0	genomescope	0.9267286447883045	-7.327135521169548	77.6	3501.53	265591.0	1000007358.0	3765.2	1805.0	11.79
GCF_009662195.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190550	MB8_B10	ONT	1	4225362	602.0	OXFORD_NANOPORE	98.29	1.04	80.35714	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390705	4160423.0	raven	0.9846311392964674	-1.536886070353262	371.83	14265.87	265591.0	1000007358.0	3765.2	1805.0	11.79
GCF_009662215.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190552	MB8_B7	ONT	2	4275601	667.0	OXFORD_NANOPORE	98.54	1.33	88.94558	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390703	4671443.0	lrge-ava	1.0925816043171475	9.258160431714746	73.26	1170.69	257528.0	1000021754.0	3883.2	1660.0	11.79
GCF_009662215.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190552	MB8_B7	ONT	2	4275601	667.0	OXFORD_NANOPORE	98.54	1.33	88.94558	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390703	4622442.0	lrge-2set	1.0811209932825818	8.112099328258179	15.57	22.0	257528.0	1000021754.0	3883.2	1660.0	11.79
GCF_009662215.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190552	MB8_B7	ONT	2	4275601	667.0	OXFORD_NANOPORE	98.54	1.33	88.94558	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390703	7880030.0	mash	1.8430227703660842	84.30227703660842	45.14	775.91	257528.0	1000021754.0	3883.2	1660.0	11.79
GCF_009662215.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190552	MB8_B7	ONT	2	4275601	667.0	OXFORD_NANOPORE	98.54	1.33	88.94558	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390703	3953167.0	genomescope	0.9245874439640182	-7.541255603598184	47.74	4165.95	257528.0	1000021754.0	3883.2	1660.0	11.79
GCF_009662215.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190552	MB8_B7	ONT	2	4275601	667.0	OXFORD_NANOPORE	98.54	1.33	88.94558	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390703	4258440.0	raven	0.9959862952600114	-0.40137047399886006	425.11	13747.79	257528.0	1000021754.0	3883.2	1660.0	11.79
GCF_009662235.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190549	75	ONT	1	4156459	651.0	OXFORD_NANOPORE	98.3	1.67	80.86735	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390706	4409941.0	lrge-ava	1.0609850836974453	6.098508369744534	192.85	2441.43	126315.0	1000014264.0	7916.8	3147.0	11.72
GCF_009662235.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190549	75	ONT	1	4156459	651.0	OXFORD_NANOPORE	98.3	1.67	80.86735	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390706	4392370.0	lrge-2set	1.0567576872525388	5.675768725253876	15.59	5.0	126315.0	1000014264.0	7916.8	3147.0	11.72
GCF_009662235.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190549	75	ONT	1	4156459	651.0	OXFORD_NANOPORE	98.3	1.67	80.86735	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390706	7746320.0	mash	1.863682523994583	86.36825239945829	45.12	899.88	126315.0	1000014264.0	7916.8	3147.0	11.72
GCF_009662235.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190549	75	ONT	1	4156459	651.0	OXFORD_NANOPORE	98.3	1.67	80.86735	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390706	3772369.0	genomescope	0.9075920152225728	-9.240798477742713	48.33	4244.91	126315.0	1000014264.0	7916.8	3147.0	11.72
GCF_009662235.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190549	75	ONT	1	4156459	651.0	OXFORD_NANOPORE	98.3	1.67	80.86735	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390706	4142723.0	raven	0.9966952639253749	-0.330473607462506	372.78	10612.74	126315.0	1000014264.0	7916.8	3147.0	11.72
GCF_009662355.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190557	P5_B1	ONT	1	4083248	512.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390697	4499106.0	lrge-ava	1.101844903860848	10.184490386084804	72.99	1676.84	183491.0	1000018402.0	5450.0	2332.0	11.56
GCF_009662355.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190557	P5_B1	ONT	1	4083248	512.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390697	4484817.0	lrge-2set	1.0983454837913347	9.834548379133475	15.73	471.1	183491.0	1000018402.0	5450.0	2332.0	11.56
GCF_009662355.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190557	P5_B1	ONT	1	4083248	512.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390697	7667600.0	mash	1.8778188344180906	87.78188344180907	45.2	938.23	183491.0	1000018402.0	5450.0	2332.0	11.56
GCF_009662355.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190557	P5_B1	ONT	1	4083248	512.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390697	3856609.0	genomescope	0.9444954114959464	-5.550458850405363	45.74	8034.94	183491.0	1000018402.0	5450.0	2332.0	11.56
GCF_009662355.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190557	P5_B1	ONT	1	4083248	512.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390697	4071781.0	raven	0.9971916964142271	-0.28083035857728944	430.38	12545.04	183491.0	1000018402.0	5450.0	2332.0	11.56
GCF_009662415.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190561	P8_B3	ONT	2	4299726	498.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390693	4793000.0	lrge-ava	1.1147221939258456	11.47221939258455	16.09	639.08	300815.0	1000001843.0	3324.3	1391.0	11.75
GCF_009662415.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190561	P8_B3	ONT	2	4299726	498.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390693	4788656.0	lrge-2set	1.1137118969906454	11.371189699064544	16.58	391.34	300815.0	1000001843.0	3324.3	1391.0	11.75
GCF_009662415.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190561	P8_B3	ONT	2	4299726	498.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390693	7869210.0	mash	1.8301654570547052	83.01654570547053	45.28	921.85	300815.0	1000001843.0	3324.3	1391.0	11.75
GCF_009662415.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190561	P8_B3	ONT	2	4299726	498.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390693	4036339.0	genomescope	0.938743305968799	-6.1256694031201055	47.18	4411.96	300815.0	1000001843.0	3324.3	1391.0	11.75
GCF_009662415.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190561	P8_B3	ONT	2	4299726	498.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390693	4281519.0	raven	0.9957655441300213	-0.42344558699786916	427.07	13867.96	300815.0	1000001843.0	3324.3	1391.0	11.75
GCF_009662435.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190559	P8_B1	ONT	2	4299727	585.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390695	4681908.0	lrge-ava	1.0888849454860738	8.888494548607389	16.07	348.06	288797.0	1000000566.0	3462.6	1382.0	11.75
GCF_009662435.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190559	P8_B1	ONT	2	4299727	585.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390695	4675060.0	lrge-2set	1.0872922862311956	8.729228623119562	15.66	381.96	288797.0	1000000566.0	3462.6	1382.0	11.75
GCF_009662435.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190559	P8_B1	ONT	2	4299727	585.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390695	8092550.0	mash	1.8821078640574158	88.21078640574157	44.63	1357.51	288797.0	1000000566.0	3462.6	1382.0	11.75
GCF_009662435.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190559	P8_B1	ONT	2	4299727	585.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390695	4017464.0	genomescope	0.9343532740567018	-6.564672594329826	46.46	8011.46	288797.0	1000000566.0	3462.6	1382.0	11.75
GCF_009662435.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190559	P8_B1	ONT	2	4299727	585.0	OXFORD_NANOPORE	98.6	1.33	97.02381	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390695	4227509.0	raven	0.9832040499315422	-1.6795950068457834	367.31	14081.95	288797.0	1000000566.0	3462.6	1382.0	11.75
GCF_009662455.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190562	P9_B1	ONT	1	4063468	658.0	OXFORD_NANOPORE	98.41	1.32	85.11905	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390692	4175108.0	lrge-ava	1.027474068948002	2.7474068948002053	193.16	2665.94	120641.0	1000022036.0	8289.2	3522.0	11.77
GCF_009662455.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190562	P9_B1	ONT	1	4063468	658.0	OXFORD_NANOPORE	98.41	1.32	85.11905	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390692	4196273.0	lrge-2set	1.03268267401146	3.268267401146016	15.81	423.73	120641.0	1000022036.0	8289.2	3522.0	11.77
GCF_009662455.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190562	P9_B1	ONT	1	4063468	658.0	OXFORD_NANOPORE	98.41	1.32	85.11905	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390692	7997870.0	mash	1.968237475968803	96.82374759688031	44.98	799.52	120641.0	1000022036.0	8289.2	3522.0	11.77
GCF_009662455.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190562	P9_B1	ONT	1	4063468	658.0	OXFORD_NANOPORE	98.41	1.32	85.11905	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390692	3795515.0	genomescope	0.9340580509062703	-6.594194909372979	47.03	8038.39	120641.0	1000022036.0	8289.2	3522.0	11.77
GCF_009662455.1	Bacillus subtilis	1423	PRJNA587401	SAMN13190562	P9_B1	ONT	1	4063468	658.0	OXFORD_NANOPORE	98.41	1.32	85.11905	2019-11-14	RANDOM	GENOMIC	WGS	SRR10390692	3995879.0	raven	0.983366671030755	-1.663332896924499	372.81	10442.16	120641.0	1000022036.0	8289.2	3522.0	11.77
GCF_022453545.1	Bacillus subtilis	1423	PRJNA808224	SAMN26037833	YB-15	Illumina;ONT	1	4233040	238.5	OXFORD_NANOPORE	98.44	0.93	86.05442	2022-03-03	RANDOM	GENOMIC	WGS	SRR18121410	4277131.0	lrge-ava	1.010415918583335	1.0415918583334909	430.82	3812.81	81364.0	1000001591.0	12290.5	5853.0	11.8
GCF_022453545.1	Bacillus subtilis	1423	PRJNA808224	SAMN26037833	YB-15	Illumina;ONT	1	4233040	238.5	OXFORD_NANOPORE	98.44	0.93	86.05442	2022-03-03	RANDOM	GENOMIC	WGS	SRR18121410	4259598.0	lrge-2set	1.0062739780394232	0.6273978039423204	73.95	1570.23	81364.0	1000001591.0	12290.5	5853.0	11.8
GCF_022453545.1	Bacillus subtilis	1423	PRJNA808224	SAMN26037833	YB-15	Illumina;ONT	1	4233040	238.5	OXFORD_NANOPORE	98.44	0.93	86.05442	2022-03-03	RANDOM	GENOMIC	WGS	SRR18121410	7415560.0	mash	1.7518284731540452	75.18284731540453	44.72	775.5	81364.0	1000001591.0	12290.5	5853.0	11.8
GCF_022453545.1	Bacillus subtilis	1423	PRJNA808224	SAMN26037833	YB-15	Illumina;ONT	1	4233040	238.5	OXFORD_NANOPORE	98.44	0.93	86.05442	2022-03-03	RANDOM	GENOMIC	WGS	SRR18121410	3813624.0	genomescope	0.9009184888401716	-9.90815111598284	46.72	8042.35	81364.0	1000001591.0	12290.5	5853.0	11.8
GCF_022453545.1	Bacillus subtilis	1423	PRJNA808224	SAMN26037833	YB-15	Illumina;ONT	1	4233040	238.5	OXFORD_NANOPORE	98.44	0.93	86.05442	2022-03-03	RANDOM	GENOMIC	WGS	SRR18121410	4165557.0	raven	0.9840580292177725	-1.5941970782227428	372.59	9691.67	81364.0	1000001591.0	12290.5	5853.0	11.8
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	PACBIO_SMRT	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR26205285	6818102.0	lrge-ava	1.6438335225152156	64.38335225152157	21.85	1523.57	241339.0	1000001931.0	4143.6	3718.0	0.0
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	PACBIO_SMRT	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR26205285	6751184.0	lrge-2set	1.6276996993985078	62.76996993985077	12.16	467.98	241339.0	1000001931.0	4143.6	3718.0	0.0
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	PACBIO_SMRT	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR26205285	4379840.0	mash	1.055972441487828	5.59724414878279	165.55	5679.46	241339.0	1000001931.0	4143.6	3718.0	0.0
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	PACBIO_SMRT	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR26205285	4189254.0	genomescope	1.0100224607274806	1.0022460727480687	48.73	7967.03	241339.0	1000001931.0	4143.6	3718.0	0.0
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	PACBIO_SMRT	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR26205285	4260661.0	raven	1.0272385745876493	2.7238574587649396	177.35	11443.11	241339.0	1000001931.0	4143.6	3718.0	0.0
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	OXFORD_NANOPORE	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR30868133	4245584.0	lrge-ava	1.0236035339239922	2.360353392399228	69.06	1937.33	148200.0	1000001464.0	6747.6	3794.0	9.38
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	OXFORD_NANOPORE	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR30868133	4328660.0	lrge-2set	1.0436330250809849	4.363302508098496	15.59	6.0	148200.0	1000001464.0	6747.6	3794.0	9.38
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	OXFORD_NANOPORE	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR30868133	8892650.0	mash	2.144003737989683	114.4003737989683	45.01	1672.71	148200.0	1000001464.0	6747.6	3794.0	9.38
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	OXFORD_NANOPORE	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR30868133	4225314.0	genomescope	1.0187164692392188	1.8716469239218805	46.58	8019.88	148200.0	1000001464.0	6747.6	3794.0	9.38
GCF_024508095.1	Bacillus subtilis	1423	PRJNA607328	SAMN29939555	RUB331	ONT	1	4147684	172.9	OXFORD_NANOPORE	98.58	1.32	92.43198	2022-08-03	RANDOM	GENOMIC	WGS	SRR30868133	4157974.0	raven	1.0024809025952797	0.2480902595279679	308.67	11292.55	148200.0	1000001464.0	6747.6	3794.0	9.38
GCF_030122865.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374854	C1_13	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678701	4203154.0	lrge-ava	1.0275481857948319	2.754818579483184	79.9	1498.55	118789.0	585318572.0	4927.4	2618.0	13.44
GCF_030122865.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374854	C1_13	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678701	4231106.0	lrge-2set	1.0343816320329038	3.438163203290381	21.46	555.44	118789.0	585318572.0	4927.4	2618.0	13.44
GCF_030122865.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374854	C1_13	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678701	5006410.0	mash	1.2239207777885617	22.392077778856166	15.4	501.22	118789.0	585318572.0	4927.4	2618.0	13.44
GCF_030122865.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374854	C1_13	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678701	4043295.0	genomescope	0.9884673371195333	-1.1532662880466762	17.61	1647.52	118789.0	585318572.0	4927.4	2618.0	13.44
GCF_030122865.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374854	C1_13	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678701	4044841.0	raven	0.9888452888898559	-1.1154711110144093	199.86	5798.12	118789.0	585318572.0	4927.4	2618.0	13.44
GCF_030122885.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374855	C1_9	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678700	4354568.0	lrge-ava	1.0645644790365114	6.456447903651146	25.64	727.19	137885.0	296332621.0	2149.1	950.0	13.39
GCF_030122885.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374855	C1_9	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678700	4399202.0	lrge-2set	1.075476186227056	7.5476186227056115	9.99	238.49	137885.0	296332621.0	2149.1	950.0	13.39
GCF_030122885.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374855	C1_9	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678700	4288060.0	mash	1.0483052187903148	4.830521879031475	15.16	423.85	137885.0	296332621.0	2149.1	950.0	13.39
GCF_030122885.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374855	C1_9	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678700	4085992.0	genomescope	0.9989055044788263	-0.10944955211737332	21.08	1246.66	137885.0	296332621.0	2149.1	950.0	13.39
GCF_030122885.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374855	C1_9	ONT	1	4090469	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678700	4047293.0	raven	0.9894447311543004	-1.05552688456996	85.71	3300.33	137885.0	296332621.0	2149.1	950.0	13.39
GCF_030123085.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374884	G2S2	ONT	1	4085814	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678753	4231546.0	lrge-ava	1.0356678008347908	3.566780083479081	75.69	1204.57	97687.0	382579302.0	3916.4	2159.0	13.38
GCF_030123085.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374884	G2S2	ONT	1	4085814	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678753	4278142.0	lrge-2set	1.0470721378897816	4.707213788978157	20.48	430.71	97687.0	382579302.0	3916.4	2159.0	13.38
GCF_030123085.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374884	G2S2	ONT	1	4085814	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678753	4465270.0	mash	1.0928715795677435	9.287157956774342	15.32	424.86	97687.0	382579302.0	3916.4	2159.0	13.38
GCF_030123085.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374884	G2S2	ONT	1	4085814	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678753	3998331.0	genomescope	0.9785885994810336	-2.1411400518966355	26.97	1554.57	97687.0	382579302.0	3916.4	2159.0	13.38
GCF_030123085.1	Bacillus subtilis	1423	PRJNA960711	SAMN34374884	G2S2	ONT	1	4085814	1.0	OXFORD_NANOPORE	98.35	1.27	82.56802	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678753	4041136.0	raven	0.9890650920477535	-1.093490795224648	84.48	3533.73	97687.0	382579302.0	3916.4	2159.0	13.38
GCF_030123145.1	Bacillus subtilis	1423	PRJNA960711	SAMN34375013	KF24	ONT	1	4237328	1.0	OXFORD_NANOPORE	98.57	0.44	91.83673	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678670	5340678.0	lrge-ava	1.2603881502682823	26.038815026828228	21.94	682.38	160772.0	324788611.0	2020.2	1168.0	11.04
GCF_030123145.1	Bacillus subtilis	1423	PRJNA960711	SAMN34375013	KF24	ONT	1	4237328	1.0	OXFORD_NANOPORE	98.57	0.44	91.83673	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678670	5437444.0	lrge-2set	1.2832247114219149	28.322471142191496	7.14	248.22	160772.0	324788611.0	2020.2	1168.0	11.04
GCF_030123145.1	Bacillus subtilis	1423	PRJNA960711	SAMN34375013	KF24	ONT	1	4237328	1.0	OXFORD_NANOPORE	98.57	0.44	91.83673	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678670	4505960.0	mash	1.0633965555652052	6.3396555565205235	15.29	1363.16	160772.0	324788611.0	2020.2	1168.0	11.04
GCF_030123145.1	Bacillus subtilis	1423	PRJNA960711	SAMN34375013	KF24	ONT	1	4237328	1.0	OXFORD_NANOPORE	98.57	0.44	91.83673	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678670	3753539.0	genomescope	0.8858268701408057	-11.417312985919429	25.41	1580.7	160772.0	324788611.0	2020.2	1168.0	11.04
GCF_030123145.1	Bacillus subtilis	1423	PRJNA960711	SAMN34375013	KF24	ONT	1	4237328	1.0	OXFORD_NANOPORE	98.57	0.44	91.83673	2023-05-27	RANDOM	GENOMIC	WGS	SRR27678670	4211586.0	raven	0.993924945154116	-0.607505484588401	83.19	3478.7	160772.0	324788611.0	2020.2	1168.0	11.04
GCF_033392095.1	Bacillus subtilis	1423	PRJNA607328	SAMN37709337		ONT	1	4214842	54.9	OXFORD_NANOPORE	98.59	1.32	92.68707	2023-11-07	RANDOM	GENOMIC	WGS	SRR26305335	4459646.0	lrge-ava	1.058081417998587	5.8081417998586895	15.83	5.0	231263.0	1000007073.0	4324.1	2516.0	9.45
GCF_033392095.1	Bacillus subtilis	1423	PRJNA607328	SAMN37709337		ONT	1	4214842	54.9	OXFORD_NANOPORE	98.59	1.32	92.68707	2023-11-07	RANDOM	GENOMIC	WGS	SRR26305335	4460553.0	lrge-2set	1.0582966099322346	5.82966099322347	15.59	6.0	231263.0	1000007073.0	4324.1	2516.0	9.45
