GCF_002903305.1	Citrobacter freundii complex sp. CFNIH9	2077149	PRJNA430813	SAMN04287052	ASM290330v1	99.68	100	2.19
GCF_038096145.1	Citrobacter gillenii	67828	PRJNA1094476	SAMN40697891	DW61	98.6	50	2.15
GCF_002208985.1	Citrobacter koseri	545	PRJNA231221	SAMN06173300	ASM220898v3	99.82	75.89744	0.41
GCF_002393245.1	Citrobacter koseri	545	PRJNA231221	SAMN07312437	ASM239324v1	99.82	75.89744	0.41
GCF_002947035.1	Citrobacter koseri	545	PRJNA292901	SAMN04014866	ASM294703v1	99.89	86.666664	0.98
GCF_002947675.1	Citrobacter koseri	545	PRJNA292901	SAMN04014865	ASM294767v1	99.7	49.74359	0.41
GCF_003812405.1	Citrobacter koseri	545	PRJNA231221	SAMN10163225	ASM381240v1	99.92	93.333336	0.23
GCF_008693945.1	Citrobacter koseri	545	PRJNA231221	SAMN11056361	ASM869394v1	99.92	93.333336	0.23
GCF_014679775.1	Citrobacter koseri	545	PRJDB10496	SAMD00244769	ASM1467977v1	99.44	22.051283	0.81
GCF_016128275.1	Citrobacter koseri	545	PRJNA231221	SAMN16357198	ASM1612827v1	99.62	36.923077	0.2
GCF_019443705.1	Citrobacter koseri	545	PRJNA612390	SAMN14371231	ASM1944370v1	99.44	22.051283	0.36
GCF_022846555.1	Citrobacter koseri	545	PRJDB13001	SAMD00441895	ASM2284655v1	99	10.769231	0.79
GCF_023169985.1	Citrobacter koseri	545	PRJDB13001	SAMD00441896	ASM2316998v1	98.13	6.6666665	1.21
GCF_029025745.1	Citrobacter koseri	545	PRJNA938735	SAMN33442942	ASM2902574v1	99.82	75.89744	1.43
GCF_032938575.1	Citrobacter koseri	545	PRJNA1028371	SAMN37823616	ASM3293857v1	99.58	31.794872	0.36
GCF_032939275.1	Citrobacter koseri	545	PRJNA1028386	SAMN37824052	ASM3293927v1	99.58	31.794872	0.23
GCF_032940055.1	Citrobacter koseri	545	PRJNA1028391	SAMN37824475	ASM3294005v1	99.6	34.358974	0.53
GCF_032941735.1	Citrobacter koseri	545	PRJNA1028398	SAMN37824923	ASM3294173v1	99.65	46.666668	0.4
GCF_032943435.1	Citrobacter koseri	545	PRJNA1028405	SAMN37825802	ASM3294343v1	99.94	98.46154	0.34
GCF_032944275.1	Citrobacter koseri	545	PRJNA1028480	SAMN37830235	ASM3294427v1	99.94	98.46154	0.34
GCF_032945095.1	Citrobacter koseri	545	PRJNA1028653	SAMN37851225	ASM3294509v1	99.81	64.10256	0.32
GCF_032946055.1	Citrobacter koseri	545	PRJNA1028655	SAMN37851623	ASM3294605v1	98.67	9.230769	0.66
GCF_032947135.1	Citrobacter koseri	545	PRJNA1028657	SAMN37851753	ASM3294713v1	98.67	9.230769	0.66
GCF_033153635.1	Citrobacter koseri	545	PRJNA1028483	SAMN37830357	ASM3315363v1	99.65	46.666668	0.55
GCF_034424455.1	Citrobacter koseri	545	PRJNA1047486	SAMN38562703	ASM3442445v1	99.3	16.923077	0.32
GCF_036289045.1	Citrobacter koseri	545	PRJNA1028163	SAMN37814089	ASM3628904v1	99.9	90.25641	1.39
GCF_037848175.1	Citrobacter koseri	545	PRJNA1028639	SAMN37848897	ASM3784817v1	99.5	24.102564	0.24
GCF_041344885.1	Citrobacter koseri	545	PRJNA1145322	SAMN43062515	ASM4134488v1	98.28	7.179487	1.07
GCF_041320245.1	Citrobacter meridianamericanus	2894201	PRJNA850883	SAMN29495183	ASM4132024v1	99.42	25	2.84
GCF_041320255.1	Citrobacter meridianamericanus	2894201	PRJNA850883	SAMN29495180	ASM4132025v1	99.77	50	3.05
GCF_041320265.1	Citrobacter meridianamericanus	2894201	PRJNA850883	SAMN29495178	ASM4132026v1	99.82	100	3.54
GCF_019047765.1	Citrobacter pasteurii	1563222	PRJNA231221	SAMN16357566	ASM1904776v1	99.5	100	2.19
GCF_003665575.1	Citrobacter pasteurii	1563222	PRJNA412823	SAMN07729549	ASM366557v1	99.08	42.857143	0.88
GCF_004801555.1	Citrobacter portucalensis	1639133	PRJNA529503	SAMN11268905	ASM480155v1	98.7	6.428571	2.14
GCF_008086465.1	Citrobacter portucalensis	1639133	PRJNA418405	SAMN08027248	ASM808646v1	99.49	33.92857	0.56
GCF_008364725.2	Citrobacter portucalensis	1639133	PRJNA559804	SAMN12560192	ASM836472v2	99.68	74.28571	0.76
GCF_008693605.1	Citrobacter portucalensis	1639133	PRJNA231221	SAMN11056332	ASM869360v1	99.75	92.14286	0.65
GCF_009730355.1	Citrobacter portucalensis	1639133	PRJNA231221	SAMN11056453	ASM973035v1	99.89	100	0.18
GCF_010319905.2	Citrobacter portucalensis	1639133	PRJDB9230	SAMD00201481	ASM1031990v2	99.54	36.785713	1.72
GCF_015134935.1	Citrobacter portucalensis	1639133	PRJDB9036	SAMD00195867	ASM1513493v1	97.96	3.2142856	1.04
GCF_015135075.1	Citrobacter portucalensis	1639133	PRJDB9036	SAMD00195868	ASM1513507v1	97.72	2.5	1.89
GCF_015135215.1	Citrobacter portucalensis	1639133	PRJDB9036	SAMD00195870	ASM1513521v1	98.49	5.357143	2.34
GCF_015137095.1	Citrobacter portucalensis	1639133	PRJDB9036	SAMD00195946	ASM1513709v1	98.15	3.9285715	0.78
GCF_015137255.1	Citrobacter portucalensis	1639133	PRJDB9036	SAMD00195955	ASM1513725v1	98.99	10.357142	2.01
GCF_015138175.1	Citrobacter portucalensis	1639133	PRJDB9036	SAMD00195990	ASM1513817v1	98.49	5.357143	1.89
GCF_016406035.3	Citrobacter portucalensis	1639133	PRJNA684029	SAMN17050479	ASM1640603v3	99.77	95.35714	0.88
GCF_018279205.1	Citrobacter portucalensis	1639133	PRJNA602799	SAMN13907872	ASM1827920v1	99.75	92.14286	0.33
GCF_021496985.1	Citrobacter portucalensis	1639133	PRJNA636005	SAMN15062844	ASM2149698v1	99.67	63.57143	0.47
GCF_022024315.1	Citrobacter portucalensis	1639133	PRJNA802109	SAMN22377409	ASM2202431v1	99.55	39.642857	1.49
GCF_022354565.1	Citrobacter portucalensis	1639133	PRJNA603241	SAMN13925603	ASM2235456v1	99.6	45	0.84
GCF_023650815.1	Citrobacter portucalensis	1639133	PRJNA787395	SAMN23798780	ASM2365081v1	99.1	12.142858	1.64
GCF_029719185.1	Citrobacter portucalensis	1639133	PRJNA605147	SAMN15488627	ASM2971918v1	99.8	99.28571	0.42
GCF_029719205.1	Citrobacter portucalensis	1639133	PRJNA605147	SAMN15488626	ASM2971920v1	99.8	99.28571	0.42
GCF_029719225.1	Citrobacter portucalensis	1639133	PRJNA605147	SAMN15488622	ASM2971922v1	99.68	74.28571	1.3
GCF_030169875.1	Citrobacter portucalensis	1639133	PRJNA876631	SAMN30685708	ASM3016987v1	99.68	74.28571	2
GCF_030179595.1	Citrobacter portucalensis	1639133	PRJNA288601	SAMN30974101	ASM3017959v1	99.03	11.428572	1.09
GCF_031851535.1	Citrobacter portucalensis	1639133	PRJNA1013080	SAMN37298521	ASM3185153v1	99.76	92.5	0.77
GCF_032917905.1	Citrobacter portucalensis	1639133	PRJNA1026356	SAMN37738783	ASM3291790v1	99.7	78.21429	3.41
GCF_033232945.1	Citrobacter portucalensis	1639133	PRJNA1031321	SAMN37933146	ASM3323294v1	99.34	22.5	1.19
GCF_033235525.1	Citrobacter portucalensis	1639133	PRJNA1031359	SAMN37934526	ASM3323552v1	99.68	74.28571	0.49
GCF_036289065.1	Citrobacter portucalensis	1639133	PRJNA1029724	SAMN37878022	ASM3628906v1	99.75	92.14286	1.15
GCF_036785855.1	Citrobacter portucalensis	1639133	PRJNA411762	SAMN22837217	ASM3678585v1	99.78	98.57143	0.18
GCF_040436445.1	Citrobacter portucalensis	1639133	PRJNA1120246	SAMN41685777	ASM4043644v1	99.49	33.92857	0.66
GCF_040585435.1	Citrobacter portucalensis	1639133	PRJNA800017	SAMN26198498	ASM4058543v1	99.53	36.42857	2.06
GCF_040591245.1	Citrobacter portucalensis	1639133	PRJNA800017	SAMN26198497	ASM4059124v1	99.71	79.64286	1.41
GCF_041319845.1	Citrobacter portucalensis	1639133	PRJNA850883	SAMN29495194	ASM4131984v1	99.22	18.571428	0.95
GCF_041319855.1	Citrobacter portucalensis	1639133	PRJNA850883	SAMN29495187	ASM4131985v1	99.69	76.07143	1.06
GCF_041319865.1	Citrobacter portucalensis	1639133	PRJNA850883	SAMN29495185	ASM4131986v1	99.23	18.928572	1.49
GCF_041319895.1	Citrobacter portucalensis	1639133	PRJNA850883	SAMN29495174	ASM4131989v1	99.32	21.428572	0.61
GCF_041319915.1	Citrobacter portucalensis	1639133	PRJNA850883	SAMN29495184	ASM4131991v1	99.14	15.357142	1.51
GCF_041319945.1	Citrobacter portucalensis	1639133	PRJNA850883	SAMN29495175	ASM4131994v1	99.53	36.42857	1.28
GCF_004765685.1	Citrobacter rodentium	67825	PRJNA527323	SAMN11149781	ASM476568v1	99.05	12.5	0.21
GCF_021278985.1	Citrobacter rodentium NBRC 105723 = DSM 16636	1218085	PRJNA759082	SAMN21155799	ASM2127898v1	99.12	25	0.21
GCF_018128425.1	Citrobacter sedlakii	67826	PRJNA698767	SAMN17736025	ASM1812842v1	98.81	4.7619047	1.44
GCF_013458095.1	Citrobacter sp. 172116965	2683822	PRJNA594544	SAMN13520946	ASM1345809v1	96.82	100	2.1
GCF_027919895.1	Citrobacter sp. 21OH12SH02A-Citro	3015952	PRJNA800017	SAMN32252640	ASM2791989v1	99.25	100	4.9
GCF_004322975.1	Citrobacter sp. ABFQG	2529121	PRJNA279680	SAMN03456000	ASM432297v1	99.69	100	0.28
GCF_016894305.1	Citrobacter sp. B72	2807631	PRJNA698657	SAMN17734265	ASM1689430v1	99.64	100	3.51
GCF_015167655.1	Citrobacter sp. BDA59-3	2781952	PRJNA670042	SAMN16456053	ASM1516765v1	93.34	100	6.17
GCF_001037585.2	Citrobacter sp. BIDMC108	1686385	PRJNA271899	SAMN03280170	ASM103758v2	99.13	100	2.74
GCF_014596895.2	Citrobacter sp. C1	2769343	PRJNA660924	SAMN15963933	ASM1459689v2	99.18	100	2.15
GCF_014596815.2	Citrobacter sp. C13	2769347	PRJNA660924	SAMN15963937	ASM1459681v2	99.1	100	1.2
GCF_014596845.2	Citrobacter sp. C5_2	2769344	PRJNA660924	SAMN15963934	ASM1459684v2	99.39	100	3.22
GCF_014596835.2	Citrobacter sp. C6_1	2769345	PRJNA660924	SAMN15963935	ASM1459683v2	99.05	100	1.62
GCF_014596855.2	Citrobacter sp. C6_2	2769346	PRJNA660924	SAMN15963936	ASM1459685v2	98.91	100	1.62
GCF_006385635.1	Citrobacter sp. CF971	2566012	PRJNA531894	SAMN11388517	ASM638563v1	99.13	100	3.24
GCF_002934585.1	Citrobacter sp. CFNIH10	1920110	PRJNA430813	SAMN06040393	ASM293458v1	99.39	100	3.94
GCF_003204265.1	Citrobacter sp. CRE-46	1703250	PRJNA292902	SAMN04014998	ASM320426v1	99.14	100	3.24
GCF_001559235.2	Citrobacter sp. FDAARGOS_156	1702170	PRJNA231221	SAMN03996300	ASM155923v2	99.33	30.76923	1.55
GCF_009649895.1	Citrobacter sp. H12-3-2	2664853	PRJNA580050	SAMN13135737	ASM964989v1	99.77	100	0.77
GCF_009905315.1	Citrobacter sp. LUTT5	2697370	PRJNA600388	SAMN13818261	ASM990531v1	99.84	100	0.68
GCF_001034475.2	Citrobacter sp. MGH103	1686378	PRJNA271899	SAMN03280163	ASM103447v3	99.7	100	1.05
GCF_001037485.2	Citrobacter sp. MGH105	1686380	PRJNA271899	SAMN03280165	ASM103748v3	99.75	100	2.22
GCF_016811995.1	Citrobacter sp. R56	1573676	PRJNA694485	SAMN17525799	ASM1681199v1	97.16	100	2.92
GCF_013890595.1	Citrobacter sp. RHB20-C15	2742620	PRJNA605147	SAMN15148180	ASM1389059v1	99.11	100	2.9
GCF_013890155.1	Citrobacter sp. RHB20-C16	2742621	PRJNA605147	SAMN15148181	ASM1389015v1	99.11	100	2.9
GCF_013889875.1	Citrobacter sp. RHB21-C01	2742622	PRJNA605147	SAMN15148185	ASM1388987v1	99.2	100	0.42
GCF_013889015.1	Citrobacter sp. RHB21-C05	2742623	PRJNA605147	SAMN15148189	ASM1388901v1	99.2	100	0.42
GCF_013836145.1	Citrobacter sp. RHB25-C09	2742624	PRJNA605147	SAMN15148236	ASM1383614v1	98.08	100	1.33
GCF_013816795.1	Citrobacter sp. RHB35-C17	2742625	PRJNA605147	SAMN15148354	ASM1381679v1	99.11	100	2.22
GCF_013816515.1	Citrobacter sp. RHB35-C21	2742626	PRJNA605147	SAMN15148356	ASM1381651v1	99.72	100	3.75
GCF_013814485.1	Citrobacter sp. RHB36-C18	2742627	PRJNA605147	SAMN15148369	ASM1381448v1	99.49	100	1.86
GCF_013797615.1	Citrobacter sp. RHBSTW-00017	2742629	PRJNA605147	SAMN15148454	ASM1379761v1	98.62	100	2.93
GCF_013797345.1	Citrobacter sp. RHBSTW-00021	2742630	PRJNA605147	SAMN15148456	ASM1379734v1	98.69	100	3.12
GCF_013796805.1	Citrobacter sp. RHBSTW-00053	2742632	PRJNA605147	SAMN15148462	ASM1379680v1	98.63	100	4.1
GCF_013794885.1	Citrobacter sp. RHBSTW-00107	2742635	PRJNA605147	SAMN15148489	ASM1379488v1	97.83	100	1.94
GCF_013791465.1	Citrobacter sp. RHBSTW-00127	2742636	PRJNA605147	SAMN15148501	ASM1379146v1	99.41	100	3.96
GCF_013790835.1	Citrobacter sp. RHBSTW-00137	2742638	PRJNA605147	SAMN15148508	ASM1379083v1	98.69	100	4.36
GCF_013786345.1	Citrobacter sp. RHBSTW-00229	2742641	PRJNA605147	SAMN15148552	ASM1378634v1	99.57	100	2.41
GCF_013741155.1	Citrobacter sp. RHBSTW-00424	2742647	PRJNA605147	SAMN15148608	ASM1374115v1	98.81	100	5.86
GCF_013737455.1	Citrobacter sp. RHBSTW-00446	2742648	PRJNA605147	SAMN15148616	ASM1373745v1	97.87	100	3.29
GCF_013747755.1	Citrobacter sp. RHBSTW-00524	2742653	PRJNA605147	SAMN15148646	ASM1374775v1	99.4	100	2.88
GCF_013747275.1	Citrobacter sp. RHBSTW-00535	2742654	PRJNA605147	SAMN15148649	ASM1374727v1	99.34	100	5.32
GCF_013739755.1	Citrobacter sp. RHBSTW-00570	2742655	PRJNA605147	SAMN15148654	ASM1373975v1	99.47	100	4.15
GCF_013784065.1	Citrobacter sp. RHBSTW-00599	2742657	PRJNA605147	SAMN15148660	ASM1378406v1	99.32	100	2.42
GCF_013746415.1	Citrobacter sp. RHBSTW-00628	2742658	PRJNA605147	SAMN15148667	ASM1374641v1	98.53	100	5.24
GCF_013746155.1	Citrobacter sp. RHBSTW-00667	2742659	PRJNA605147	SAMN15148675	ASM1374615v1	98.68	100	4.36
GCF_013738915.1	Citrobacter sp. RHBSTW-00678	2742661	PRJNA605147	SAMN15148682	ASM1373891v1	98.68	100	4.42
GCF_013733095.1	Citrobacter sp. RHBSTW-00696	2742662	PRJNA605147	SAMN15148686	ASM1373309v1	99.04	100	5.72
GCF_013732395.1	Citrobacter sp. RHBSTW-00821	2742663	PRJNA605147	SAMN15148702	ASM1373239v1	97.87	100	2.38
GCF_013729795.1	Citrobacter sp. RHBSTW-00859	2742666	PRJNA605147	SAMN15148719	ASM1372979v1	97.87	100	2.38
GCF_013728515.1	Citrobacter sp. RHBSTW-00881	2742667	PRJNA605147	SAMN15148728	ASM1372851v1	99.13	100	5.01
GCF_013728095.1	Citrobacter sp. RHBSTW-00887	2742668	PRJNA605147	SAMN15148731	ASM1372809v1	98.95	100	4.77
GCF_013727235.1	Citrobacter sp. RHBSTW-00903	2742670	PRJNA605147	SAMN15148737	ASM1372723v1	98.81	100	5.15
GCF_013615435.1	Citrobacter sp. RHBSTW-00944	2742671	PRJNA605147	SAMN15148751	ASM1361543v1	99.52	100	1.46
GCF_013724425.1	Citrobacter sp. RHBSTW-00976	2742674	PRJNA605147	SAMN15148758	ASM1372442v1	98.66	100	4.4
GCF_013783065.1	Citrobacter sp. RHBSTW-00986	2742675	PRJNA605147	SAMN15148762	ASM1378306v1	99.36	100	3.24
GCF_013781985.1	Citrobacter sp. RHBSTW-01013	2742677	PRJNA605147	SAMN15148767	ASM1378198v1	99.7	100	5.41
GCF_013781945.1	Citrobacter sp. RHBSTW-01044	2742678	PRJNA605147	SAMN15148769	ASM1378194v1	99.74	100	2.39
GCF_009495675.1	Citrobacter sp. S39	2660638	PRJNA578992	SAMN13075337	ASM949567v1	99.79	100	0.49
GCF_009649935.1	Citrobacter sp. S40-1-2	2664854	PRJNA580050	SAMN13135736	ASM964993v1	99.77	100	0.77
GCF_024181025.1	Citrobacter sp. SX206	2712025	PRJNA605430	SAMN14146114	ASM2418102v1	99.47	100	1.3
GCF_024181045.1	Citrobacter sp. SX212	2712024	PRJNA605430	SAMN14146115	ASM2418104v1	99.47	100	1.3
GCF_005406305.1	Citrobacter sp. TBCP-5362	2576406	PRJNA531549	SAMN11369648	ASM540630v1	99.41	100	0.24
GCF_012524235.2	Citrobacter sp. TSA-1	184912	PRJNA623957	SAMN14563051	UCSC_CitroTSA_2.0	99.46	100	2.19
GCF_011602505.1	Citrobacter sp. Y3	2716879	PRJNA611923	SAMN14352213	ASM1160250v1	98.34	100	3.23
GCF_004684345.1	Citrobacter tructae	2562449	PRJNA529751	SAMN11282944	ASM468434v1	99.11	100	1.33
GCF_008693645.1	Citrobacter werkmanii	67827	PRJNA231221	SAMN11056331	ASM869364v1	99.68	89.393936	1.99
GCF_002025225.1	Citrobacter werkmanii	67827	PRJNA376618	SAMN06444903	ASM202522v1	99.39	62.121212	1.83
GCF_002386385.1	Citrobacter werkmanii	67827	PRJNA231221	SAMN07312408	ASM238638v1	98.64	6.060606	1.75
GCF_003665555.1	Citrobacter werkmanii	67827	PRJNA412823	SAMN07729550	ASM366555v1	99.08	19.69697	2.59
GCF_008364715.2	Citrobacter werkmanii	67827	PRJNA559804	SAMN12560193	ASM836471v2	99.39	62.121212	3.27
GCF_020271725.1	Citrobacter werkmanii	67827	PRJNA750704	SAMN20477956	ASM2027172v1	99.54	77.27273	3.37
GCF_041319955.1	Citrobacter werkmanii	67827	PRJNA850883	SAMN29495173	ASM4131995v1	99.64	84.84849	4.09
GCF_010119415.2	Citrobacter youngae	133448	PRJNA603276	SAMN13927060	ASM1011941v2	99.37	68.965515	2.93
GCF_024662035.1	Citrobacter youngae	133448	PRJNA866901	SAMN30174882	ASM2466203v1	99.32	41.37931	1.43
GCF_030296775.1	Claveliimonas bilis	3028070	PRJDB15273	SAMD00579469	ASM3029677v1	98.75	100	0.83
GCF_020892095.1	Claveliimonas bilis	3028070	PRJDB11774	SAMD00327613	ASM2089209v1	98.75	100	0.62
GCF_030296795.1	Claveliimonas bilis	3028070	PRJDB15273	SAMD00579470	ASM3029679v1	98.75	100	0.62
GCF_030296815.1	Claveliimonas bilis	3028070	PRJDB15273	SAMD00579471	ASM3029681v1	98.75	100	0.62
GCF_021952865.1	Clavibacter californiensis	1401995	PRJNA544536	SAMN11842393	ASM2195286v1	92.28	100	4.71
GCF_011801245.1	Clavibacter capsici	1874630	PRJNA602584	SAMN13899375	ASM1180124v1	90.72	80	4.41
GCF_001280205.1	Clavibacter capsici	1874630	PRJNA290692	SAMN03896004	ASM128020v1	90.47	60	4.66
GCF_011801225.1	Clavibacter capsici	1874630	PRJNA602584	SAMN13899376	ASM1180122v1	82.62	20	4.39
GCF_011801265.1	Clavibacter capsici	1874630	PRJNA602584	SAMN13899374	ASM1180126v1	90.73	100	4.3
GCF_021216655.1	Clavibacter michiganensis	28447	PRJNA750607	SAMN20474849	ASM2121665v1	95.68	51.53374	1.94
GCF_000958465.1	Clavibacter michiganensis subsp. insidiosus	33014	PRJNA277880	SAMN03397809	ASM95846v1	91.92	21.472393	4.42
GCF_003076335.1	Clavibacter michiganensis subsp. insidiosus	33014	PRJNA277880	SAMN05441568	ASM307633v1	91.87	20.858896	4.42
GCF_003076355.1	Clavibacter michiganensis subsp. insidiosus	33014	PRJNA277880	SAMN05441788	ASM307635v1	91.38	16.564417	4.17
GCF_009739655.1	Clavibacter michiganensis subsp. michiganensis	33013	PRJNA504046	SAMN10388396	ASM973965v1	95.24	42.944786	1.5
GCF_011995665.1	Clavibacter michiganensis subsp. michiganensis	33013	PRJNA595774	SAMN13567268	ASM1199566v1	96.65	82.20859	1.64
GCF_011995885.1	Clavibacter michiganensis subsp. michiganensis	33013	PRJNA595774	SAMN13567270	ASM1199588v1	95.76	54.601227	2.27
GCF_019263765.1	Clavibacter michiganensis subsp. michiganensis	33013	PRJNA595774	SAMN19515692	ASM1926376v1	97.31	96.319016	1.8
GCF_019263785.1	Clavibacter michiganensis subsp. michiganensis	33013	PRJNA595774	SAMN19515693	ASM1926378v1	96	61.349693	2.16
GCF_022983255.1	Clavibacter michiganensis subsp. michiganensis	33013	PRJNA824406	SAMN27402763	ASM2298325v1	96.26	71.779144	2.69
GCF_023520815.1	Clavibacter michiganensis subsp. michiganensis	33013	PRJNA477866	SAMN09486702	ASM2352081v1	94.77	35.58282	2.27
GCF_023520835.1	Clavibacter michiganensis subsp. michiganensis	33013	PRJNA477869	SAMN09486722	ASM2352083v1	95.87	57.055214	2.51
GCF_021922985.1	Clavibacter michiganensis subsp. tessellarius	31965	PRJNA544743	SAMN11854497	ASM2192298v1	93.13	25.153374	6.56
GCF_009739595.2	Clavibacter nebraskensis	31963	PRJNA504041	SAMN10388290	ASM973959v2	92.44	33.333332	3.63
GCF_009739615.2	Clavibacter nebraskensis	31963	PRJNA504041	SAMN10388289	ASM973961v2	92.52	75	3.63
GCF_009739635.2	Clavibacter nebraskensis	31963	PRJNA504041	SAMN10388288	ASM973963v2	92.41	16.666666	3.63
GCF_021923125.1	Clavibacter nebraskensis	31963	PRJNA545156	SAMN11877461	ASM2192312v1	92.53	83.333336	3.61
GCF_023277825.1	Clavibacter nebraskensis	31963	PRJNA771713	SAMN22349470	ASM2327782v1	92.52	75	3.63
GCF_023277845.1	Clavibacter nebraskensis	31963	PRJNA771713	SAMN22349471	ASM2327784v1	92.52	75	3.63
GCF_023277865.1	Clavibacter nebraskensis	31963	PRJNA771713	SAMN22349472	ASM2327786v1	92.55	91.666664	3.19
GCF_023279165.1	Clavibacter nebraskensis	31963	PRJNA771713	SAMN22349566	ASM2327916v1	93.43	100	3.17
GCF_023539135.1	Clavibacter nebraskensis	31963	PRJNA771713	SAMN22333826	ASM2353913v1	92.52	75	3.63
GCF_021922925.1	Clavibacter phaseoli	1734031	PRJNA544766	SAMN11855613	ASM2192292v1	92.12	100	3.62
GCF_021923065.1	Clavibacter phaseoli	1734031	PRJNA544539	SAMN11834755	ASM2192306v1	92.12	100	3.4
GCF_024532035.1	Clavibacter sepedonicus	31964	PRJNA784602	SAMN23494789	ASM2453203v1	96.56	75	1.33
GCF_021919125.1	Clavibacter sp. A6099	2860285	PRJNA747289	SAMN20285765	ASM2191912v1	92.94	100	2.95
GCF_014775655.1	Clavibacter zhangzhiyongii	2768071	PRJNA659511	SAMN15913044	ASM1477565v1	90.05	100	4.82
GCF_001701045.1	Cloacibacillus porcorum	1197717	PRJNA561470	SAMN05441363	ASM170104v1	99.69	100	0.9
GCF_003860565.1	Cloacibacterium normanense	237258	PRJNA498697	SAMN05731713	ASM386056v1	100	100	0.25
GCF_028864635.1	Cloacibacterium sp. TD35	2976818	PRJNA871363	SAMN30617569	ASM2886463v1	99.75	100	0.5
GCF_018885085.1	Clostridioides difficile	1496	PRJNA734443	SAMN19491759	ASM1888508v1	98.76	84.52076	0.5
GCF_001577795.1	Clostridioides difficile	1496	PRJNA274772	SAMN03332454	ASM157779v1	98.33	33.803177	0.62
GCF_002007885.1	Clostridioides difficile	1496	PRJNA369458	SAMN06286529	ASM200788v1	98.76	84.52076	0.5
GCF_002073735.2	Clostridioides difficile	1496	PRJNA231221	SAMN04875593	ASM207373v2	98.81	97.94977	0.35
GCF_002080065.1	Clostridioides difficile	1496	PRJNA326584	SAMN05285388	ASM208006v1	98.63	55.945667	0.35
GCF_002234355.1	Clostridioides difficile	1496	PRJNA393704	SAMN07339707	ASM223435v1	98.66	70.60482	0.5
GCF_002812585.1	Clostridioides difficile	1496	PRJNA420067	SAMN08104991	ASM281258v1	98.81	97.94977	0.35
GCF_002812605.1	Clostridioides difficile	1496	PRJNA420067	SAMN08104990	ASM281260v1	98.91	98.4367	0.5
GCF_002812625.1	Clostridioides difficile	1496	PRJNA420067	SAMN08104989	ASM281262v1	98.2	30.522808	0.47
GCF_002812645.1	Clostridioides difficile	1496	PRJNA420067	SAMN08104988	ASM281264v1	98.91	98.4367	0.52
GCF_002945415.1	Clostridioides difficile	1496	PRJNA432093	SAMN08442145	ASM294541v1	98.66	70.60482	0.35
GCF_002945515.1	Clostridioides difficile	1496	PRJNA432093	SAMN08442093	ASM294551v1	98.81	97.94977	0.35
GCF_002945665.1	Clostridioides difficile	1496	PRJNA432093	SAMN08443809	ASM294566v1	98.81	97.94977	0.35
GCF_002945755.1	Clostridioides difficile	1496	PRJNA432093	SAMN08443811	ASM294575v1	98.81	97.94977	0.35
GCF_002945855.1	Clostridioides difficile	1496	PRJNA432093	SAMN08443813	ASM294585v1	98.69	71.06612	0.35
GCF_002945945.1	Clostridioides difficile	1496	PRJNA432093	SAMN08443812	ASM294594v1	98.81	97.94977	0.35
GCF_002946035.1	Clostridioides difficile	1496	PRJNA432093	SAMN08443877	ASM294603v1	97.24	10.276781	0.52
GCF_002946135.1	Clostridioides difficile	1496	PRJNA432093	SAMN08443881	ASM294613v1	98.56	51.58893	0.35
GCF_002946195.1	Clostridioides difficile	1496	PRJNA432093	SAMN08443921	ASM294619v1	98.81	97.94977	0.35
GCF_002946515.2	Clostridioides difficile	1496	PRJNA433218	SAMN08472502	ASM294651v2	98.71	76.96053	1.14
GCF_002946535.2	Clostridioides difficile	1496	PRJNA433221	SAMN08472585	ASM294653v2	98.71	76.96053	1.14
GCF_002946555.2	Clostridioides difficile	1496	PRJNA433219	SAMN08472503	ASM294655v2	98.71	76.96053	1.14
GCF_003095695.1	Clostridioides difficile	1496	PRJNA453123	SAMN08974752	ASM309569v1	98.35	38.28806	0.65
GCF_003313545.1	Clostridioides difficile	1496	PRJNA281716	SAMN03495888	ASM331354v1	98.81	97.94977	0.35
GCF_003313565.1	Clostridioides difficile	1496	PRJNA281731	SAMN03495889	ASM331356v1	98.66	70.60482	0.35
GCF_003313585.1	Clostridioides difficile	1496	PRJNA281732	SAMN03495890	ASM331358v1	98.81	97.94977	0.35
GCF_003456975.1	Clostridioides difficile	1496	PRJNA379775	SAMN06619921	ASM345697v1	96.15	6.406971	0.55
GCF_003457015.1	Clostridioides difficile	1496	PRJNA379776	SAMN06619923	ASM345701v1	96.15	6.406971	0.55
GCF_003457035.1	Clostridioides difficile	1496	PRJNA376233	SAMN06368405	ASM345703v1	96.15	6.406971	0.55
GCF_003481905.1	Clostridioides difficile	1496	PRJNA324334	SAMN05200625	ASM348190v1	98.35	38.28806	0.35
GCF_003481965.1	Clostridioides difficile	1496	PRJNA323785	SAMN05188775	ASM348196v1	98.81	97.94977	0.3
GCF_003482035.1	Clostridioides difficile	1496	PRJNA281315	SAMN03487125	ASM348203v1	98.66	70.60482	0.35
GCF_003482065.1	Clostridioides difficile	1496	PRJNA281317	SAMN03487129	ASM348206v1	98.81	97.94977	0.53
GCF_003482125.1	Clostridioides difficile	1496	PRJNA281321	SAMN03487133	ASM348212v1	98.51	50.153767	0.41
GCF_003482165.1	Clostridioides difficile	1496	PRJNA281325	SAMN03487137	ASM348216v1	98.56	51.58893	1.14
GCF_003482225.1	Clostridioides difficile	1496	PRJNA281322	SAMN03487134	ASM348222v1	98.62	55.356228	0.73
