accession	platform	truth_bp	regime	nth	pool_reads	split	mode	seed	target_reads_requested	query_reads_requested	target_reads_used	query_reads_used	avg_target_len	avg_query_len	estimate_bp	estimate_over_truth	iqr_low_bp	iqr_high_bp	expected_overlaps_per_query	normalization_engaged	skew_score	profile_median_depth	retained_reads	total_reads	queries_without_overlaps_pct	small_pool_warning	elapsed	max_rss_kb	exit_status	run_dir
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	2to1	never	7	4926	2464	4926	2464	3946.1194	3876.641	38399	0.0169	27520	2660000	16.54	no	NA	NA	NA	7390	0.04	no	0:51.66	387120	0	starved/SRR10353548/2to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	2to1	never	42	4926	2464	4926	2464	3951.7354	3865.4136	38995	0.0172	28200	2830000	16.53	no	NA	NA	NA	7390	0.16	no	0:52.41	425756	0	starved/SRR10353548/2to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	2to1	never	4556	4926	2464	4926	2464	3928.0115	3912.842	39078	0.0172	28090	2520000	16.58	no	NA	NA	NA	7390	0.04	no	0:52.87	399692	0	starved/SRR10353548/2to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	4to1	auto	7	5912	1478	2953	738	4130.478	3979.374	2246488	0.9896	661880	2630000	10.29	yes	70.00	2	3691	7390	0.0	yes	0:01.20	225068	0	starved/SRR10353548/4to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	4to1	auto	42	5912	1478	2932	732	4104.9243	4175.1587	2280412	1.0046	744680	2720000	10.44	yes	72.00	2	3664	7390	0.14	yes	0:01.11	232444	0	starved/SRR10353548/4to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	4to1	auto	4556	5912	1478	2947	736	4128.2207	4074.8125	2204857	0.9713	626880	2770000	10.39	yes	72.00	2	3683	7390	0.0	yes	0:01.03	220904	0	starved/SRR10353548/4to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	4to1	never	7	5912	1478	5912	1478	3950.7756	3811.665	38651	0.0170	27580	2830000	19.70	no	NA	NA	NA	7390	0.0	no	0:34.72	598656	0	starved/SRR10353548/4to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	4to1	never	42	5912	1478	5912	1478	3936.8071	3867.5386	39063	0.0172	28170	2900000	19.81	no	NA	NA	NA	7390	0.0	no	0:35.43	626252	0	starved/SRR10353548/4to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	4to1	never	4556	5912	1478	5912	1478	3925.8281	3911.4553	39007	0.0172	27950	2680000	19.89	no	NA	NA	NA	7390	0.0	no	0:36.86	617752	0	starved/SRR10353548/4to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	8to1	auto	7	6568	822	3281	410	4138.82	3791.7341	2186655	0.9633	485000	2570000	11.18	yes	70.00	2	3691	7390	0.0	yes	0:01.05	257732	0	starved/SRR10353548/8to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	8to1	auto	42	6568	822	3257	407	4105.4985	4226.6484	2300776	1.0136	829080	2780000	11.67	yes	72.00	2	3664	7390	0.0	yes	0:01.15	250204	0	starved/SRR10353548/8to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	8to1	auto	4556	6568	822	3274	409	4111.784	4163.682	2282810	1.0056	560280	2820000	11.65	yes	72.00	2	3683	7390	0.0	yes	0:01.11	249604	0	starved/SRR10353548/8to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	8to1	never	7	6568	822	6568	822	3940.855	3779.9148	38805	0.0171	27160	3040000	21.76	no	NA	NA	NA	7390	0.0	no	0:19.84	672956	0	starved/SRR10353548/8to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	8to1	never	42	6568	822	6568	822	3925.3003	3904.202	38983	0.0172	28230	2860000	22.08	no	NA	NA	NA	7390	0.0	no	0:20.95	671608	0	starved/SRR10353548/8to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	starved	34	7390	8to1	never	4556	6568	822	6568	822	3929.1445	3873.4854	39344	0.0173	27890	2600000	22.00	no	NA	NA	NA	7390	0.0	no	0:21.30	677244	0	starved/SRR10353548/8to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	legacy	auto	7	9780	5000	4703	2403	4080.869	4141.7427	2225941	0.9806	633710	2590000	16.62	yes	73.00	3	7106	14780	0.0	yes	0:03.44	358236	0	marginal/SRR10353548/legacy.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	legacy	auto	42	9780	5000	4703	2404	4062.6375	4160.9927	2210668	0.9739	745590	2600000	16.63	yes	76.00	3	7107	14780	0.0	yes	0:03.40	354488	0	marginal/SRR10353548/legacy.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	legacy	auto	4556	9780	5000	4685	2394	4099.743	4049.5728	2271400	1.0006	746970	2640000	16.41	yes	76.00	3	7079	14780	0.0	yes	0:03.42	366072	0	marginal/SRR10353548/legacy.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	legacy	never	7	9780	5000	9780	5000	3921.7185	3878.5095	39023	0.0172	28170	2900000	32.75	no	NA	NA	NA	14780	0.0	no	2:46.80	822192	0	marginal/SRR10353548/legacy.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	legacy	never	42	9780	5000	9780	5000	3912.6216	3896.3032	39069	0.0172	28350	3020000	32.79	no	NA	NA	NA	14780	0.0	no	4:43.06	1009156	0	marginal/SRR10353548/legacy.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	legacy	never	4556	9780	5000	9780	5000	3921.2708	3879.386	38992	0.0172	28070	3080000	32.75	no	NA	NA	NA	14780	0.0	no	2:46.31	846044	0	marginal/SRR10353548/legacy.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	1to1	auto	7	7390	7390	3553	3553	4114.828	4088.0806	2230008	0.9824	642630	2620000	12.53	yes	73.00	3	7106	14780	0.11	yes	0:03.01	293248	0	marginal/SRR10353548/1to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	1to1	auto	42	7390	7390	3554	3553	4044.9211	4146.907	2213114	0.9749	712790	2650000	12.51	yes	76.00	3	7107	14780	0.03	yes	0:02.80	280692	0	marginal/SRR10353548/1to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	1to1	auto	4556	7390	7390	3540	3539	4107.5825	4057.9634	2248905	0.9907	715900	2650000	12.42	yes	76.00	3	7079	14780	0.0	yes	0:03.02	289840	0	marginal/SRR10353548/1to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	1to1	never	7	7390	7390	7390	7390	3930.3296	3883.8728	39218	0.0173	28100	2850000	24.79	no	NA	NA	NA	14780	0.05	no	2:46.88	736344	0	marginal/SRR10353548/1to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	1to1	never	42	7390	7390	7390	7390	3912.9302	3901.2725	39904	0.0176	28100	2830000	24.79	no	NA	NA	NA	14780	0.01	no	2:46.33	791944	0	marginal/SRR10353548/1to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	1to1	never	4556	7390	7390	7390	7390	3915.714	3898.4885	38532	0.0170	27730	3000000	24.79	no	NA	NA	NA	14780	0.0	no	2:47.96	755912	0	marginal/SRR10353548/1to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	2to1	auto	7	9853	4927	4738	2368	4078.3318	4147.719	2229767	0.9823	652090	2590000	16.75	yes	73.00	3	7106	14780	0.0	yes	0:02.86	363156	0	marginal/SRR10353548/2to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	2to1	auto	42	9853	4927	4738	2369	4068.0803	4151.5605	2212653	0.9747	744880	2590000	16.74	yes	76.00	3	7107	14780	0.0	yes	0:03.04	348056	0	marginal/SRR10353548/2to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	2to1	auto	4556	9853	4927	4720	2359	4099.217	4049.8809	2273094	1.0014	751470	2620000	16.53	yes	76.00	3	7079	14780	0.0	yes	0:02.89	344428	0	marginal/SRR10353548/2to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	2to1	never	7	9853	4927	9853	4927	3920.7244	3879.8586	38996	0.0172	28170	2910000	32.99	no	NA	NA	NA	14780	0.0	no	2:16.51	819700	0	marginal/SRR10353548/2to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	2to1	never	42	9853	4927	9853	4927	3909.8735	3901.5571	39087	0.0172	28270	3050000	33.04	no	NA	NA	NA	14780	0.0	no	2:16.40	961080	0	marginal/SRR10353548/2to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	2to1	never	4556	9853	4927	9853	4927	3920.4316	3880.4434	39029	0.0172	28080	3080000	33.00	no	NA	NA	NA	14780	0.0	no	2:14.57	860520	0	marginal/SRR10353548/2to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	4to1	auto	7	11824	2956	5685	1421	4082.2495	4178.2866	2287260	1.0076	659710	2580000	20.19	yes	73.00	3	7106	14780	0.0	yes	0:02.72	393848	0	marginal/SRR10353548/4to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	4to1	auto	42	11824	2956	5686	1421	4081.653	4152.9414	2240233	0.9869	737580	2610000	20.13	yes	76.00	3	7107	14780	0.0	yes	0:02.68	397120	0	marginal/SRR10353548/4to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	4to1	auto	4556	11824	2956	5664	1415	4099.9355	4014.0898	2268156	0.9992	739100	2630000	19.75	yes	76.00	3	7079	14780	0.0	yes	0:02.64	393300	0	marginal/SRR10353548/4to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	4to1	never	7	11824	2956	11824	2956	3924.144	3838.9292	38952	0.0172	28040	2620000	39.40	no	NA	NA	NA	14780	0.0	no	1:51.57	895976	0	marginal/SRR10353548/4to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	4to1	never	42	11824	2956	11824	2956	3912.7876	3884.3564	39278	0.0173	28180	2960000	39.58	no	NA	NA	NA	14780	0.0	no	1:34.42	985012	0	marginal/SRR10353548/4to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	4to1	never	4556	11824	2956	11824	2956	3914.2095	3878.6685	39231	0.0173	28040	3100000	39.56	no	NA	NA	NA	14780	0.0	no	1:31.83	906320	0	marginal/SRR10353548/4to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	8to1	auto	7	13137	1643	6317	789	4060.2178	4431.606	2256343	0.9940	643400	2590000	23.08	yes	73.00	3	7106	14780	0.0	yes	0:02.26	448904	0	marginal/SRR10353548/8to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	8to1	auto	42	13137	1643	6317	790	4093.072	4118.577	2276758	1.0030	770010	2640000	22.30	yes	76.00	3	7107	14780	0.0	yes	0:02.47	448908	0	marginal/SRR10353548/8to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	8to1	auto	4556	13137	1643	6293	786	4095.5679	3980.3625	2263816	0.9973	719830	2620000	21.84	yes	76.00	3	7079	14780	0.0	yes	0:01.90	443788	0	marginal/SRR10353548/8to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	8to1	never	7	13137	1643	13137	1643	3917.303	3825.532	38978	0.0172	27950	2430000	43.66	no	NA	NA	NA	14780	0.0	no	1:04.27	912232	0	marginal/SRR10353548/8to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	8to1	never	42	13137	1643	13137	1643	3917.3708	3824.989	39286	0.0173	28370	3050000	43.66	no	NA	NA	NA	14780	0.0	no	0:58.43	955444	0	marginal/SRR10353548/8to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	marginal	17	14780	8to1	never	4556	13137	1643	13137	1643	3906.3618	3913.0134	39201	0.0173	28230	3230000	44.10	no	NA	NA	NA	14780	0.0	no	0:58.10	973344	0	marginal/SRR10353548/8to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	legacy	auto	7	10000	5000	10000	5000	4086.788	4114.4766	2363660	1.0413	1090000	2640000	35.25	yes	286.00	21	84634	251253	0.0	no	0:23.62	716428	0	comfortable/SRR10353548/legacy.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	legacy	auto	42	10000	5000	10000	5000	4087.5889	4031.5908	2348922	1.0348	1030000	2600000	34.89	yes	274.00	21	84484	251253	0.0	no	0:24.42	722564	0	comfortable/SRR10353548/legacy.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	legacy	auto	4556	10000	5000	10000	5000	3981.2249	4084.6936	2332247	1.0274	1010000	2600000	34.66	yes	281.00	21	84208	251253	0.0	no	0:21.98	718468	0	comfortable/SRR10353548/legacy.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	legacy	never	7	10000	5000	10000	5000	3898.6284	3970.3376	38461	0.0169	27530	3200000	33.79	no	NA	NA	NA	251253	0.0	no	1:35.80	1261876	0	comfortable/SRR10353548/legacy.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	legacy	never	42	10000	5000	10000	5000	3907.576	3964.0703	39142	0.0172	28300	2650000	33.80	no	NA	NA	NA	251253	0.0	no	1:21.13	1329100	0	comfortable/SRR10353548/legacy.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	legacy	never	4556	10000	5000	10000	5000	3864.2693	3946.0557	37867	0.0167	27610	3040000	33.53	no	NA	NA	NA	251253	0.0	no	1:27.67	1222920	0	comfortable/SRR10353548/legacy.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	1to1	auto	7	7500	7500	7500	7500	4096.712	4095.3232	2322749	1.0232	1040000	2620000	26.41	yes	286.00	21	84634	251253	0.0	no	0:20.11	554400	0	comfortable/SRR10353548/1to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	1to1	auto	42	7500	7500	7500	7500	4093.2378	4044.6074	2320884	1.0224	1020000	2610000	26.23	yes	274.00	21	84484	251253	0.0	no	0:27.55	525932	0	comfortable/SRR10353548/1to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	1to1	auto	4556	7500	7500	7500	7500	3975.553	4055.8757	2304614	1.0153	1020000	2610000	25.88	yes	281.00	21	84208	251253	0.0	no	0:43.03	545740	0	comfortable/SRR10353548/1to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	1to1	never	7	7500	7500	7500	7500	3897.8604	3947.2026	38945	0.0172	27260	3040000	25.26	no	NA	NA	NA	251253	0.0	no	2:07.15	1129844	0	comfortable/SRR10353548/1to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	1to1	never	42	7500	7500	7500	7500	3898.955	3953.8596	39332	0.0173	28150	2740000	25.29	no	NA	NA	NA	251253	0.0	no	1:41.76	1210976	0	comfortable/SRR10353548/1to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	1to1	never	4556	7500	7500	7500	7500	3867.521	3915.5415	37720	0.0166	27570	2880000	25.06	no	NA	NA	NA	251253	0.0	no	1:44.98	1143540	0	comfortable/SRR10353548/1to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	2to1	auto	7	10000	5000	10000	5000	4086.788	4114.4766	2363660	1.0413	1090000	2640000	35.25	yes	286.00	21	84634	251253	0.0	no	0:23.67	723748	0	comfortable/SRR10353548/2to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	2to1	auto	42	10000	5000	10000	5000	4087.5889	4031.5908	2348922	1.0348	1030000	2600000	34.89	yes	274.00	21	84484	251253	0.0	no	0:25.37	741296	0	comfortable/SRR10353548/2to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	2to1	auto	4556	10000	5000	10000	5000	3981.2249	4084.6936	2332247	1.0274	1010000	2600000	34.66	yes	281.00	21	84208	251253	0.0	no	0:26.29	709848	0	comfortable/SRR10353548/2to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	2to1	never	7	10000	5000	10000	5000	3898.6284	3970.3376	38461	0.0169	27530	3200000	33.79	no	NA	NA	NA	251253	0.0	no	1:23.36	1261596	0	comfortable/SRR10353548/2to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	2to1	never	42	10000	5000	10000	5000	3907.576	3964.0703	39142	0.0172	28300	2650000	33.80	no	NA	NA	NA	251253	0.0	no	1:22.13	1324208	0	comfortable/SRR10353548/2to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	2to1	never	4556	10000	5000	10000	5000	3864.2693	3946.0557	37867	0.0167	27610	3040000	33.53	no	NA	NA	NA	251253	0.0	no	1:23.75	1234836	0	comfortable/SRR10353548/2to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	4to1	auto	7	12000	3000	12000	3000	4096.4365	4094.342	2355360	1.0376	1120000	2600000	42.25	yes	286.00	21	84634	251253	0.0	no	0:20.32	749204	0	comfortable/SRR10353548/4to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	4to1	auto	42	12000	3000	12000	3000	4076.576	4038.3086	2349324	1.0349	1040000	2590000	41.85	yes	274.00	21	84484	251253	0.0	no	0:21.95	777140	0	comfortable/SRR10353548/4to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	4to1	auto	4556	12000	3000	12000	3000	3996.7727	4091.48	2348378	1.0345	1040000	2610000	41.71	yes	281.00	21	84208	251253	0.0	no	0:19.42	717264	0	comfortable/SRR10353548/4to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	4to1	never	7	12000	3000	12000	3000	3898.6687	4017.982	38232	0.0168	27700	3050000	40.80	no	NA	NA	NA	251253	0.0	no	0:58.72	1357928	0	comfortable/SRR10353548/4to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	4to1	never	42	12000	3000	12000	3000	3914.5066	3974.01	39256	0.0173	28410	2640000	40.65	no	NA	NA	NA	251253	0.0	no	0:58.45	1295912	0	comfortable/SRR10353548/4to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	4to1	never	4556	12000	3000	12000	3000	3861.5674	4011.387	37840	0.0167	27850	3080000	40.57	no	NA	NA	NA	251253	0.0	no	0:58.46	1290416	0	comfortable/SRR10353548/4to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	8to1	auto	7	13333	1667	13333	1667	4099.615	4067.2449	2378484	1.0478	1110000	2620000	46.80	yes	286.00	21	84634	251253	0.0	no	0:18.70	876276	0	comfortable/SRR10353548/8to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	8to1	auto	42	13333	1667	13333	1667	4078.4927	3992.3796	2369672	1.0439	1020000	2610000	46.24	yes	274.00	21	84484	251253	0.0	no	0:21.63	887452	0	comfortable/SRR10353548/8to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	8to1	auto	4556	13333	1667	13333	1667	4002.7383	4119.4995	2356270	1.0380	1080000	2590000	46.54	yes	281.00	21	84208	251253	0.0	no	0:19.12	856936	0	comfortable/SRR10353548/8to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	8to1	never	7	13333	1667	13333	1667	3909.7834	4024.4932	38181	0.0168	28390	3210000	45.43	no	NA	NA	NA	251253	0.0	no	0:39.87	1327632	0	comfortable/SRR10353548/8to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	8to1	never	42	13333	1667	13333	1667	3930.4255	3894.2693	39460	0.0174	28460	2600000	44.79	no	NA	NA	NA	251253	0.0	no	0:38.40	1286212	0	comfortable/SRR10353548/8to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	8to1	never	4556	13333	1667	13333	1667	3873.9531	4032.1248	38187	0.0168	28400	3300000	45.27	no	NA	NA	NA	251253	0.0	no	0:36.57	1326960	0	comfortable/SRR10353548/8to1.never.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	more4to1	auto	7	20000	5000	20000	5000	4085.8933	4094.921	2379416	1.0482	1070000	2580000	70.32	yes	286.00	21	84796	251253	0.0	no	0:24.88	1114440	0	comfortable/SRR10353548/more4to1.auto.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	more4to1	auto	42	20000	5000	20000	5000	4101.114	4113.88	2383847	1.0502	1100000	2580000	70.63	yes	274.00	21	84619	251253	0.0	no	0:29.27	1121468	0	comfortable/SRR10353548/more4to1.auto.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	more4to1	auto	4556	20000	5000	20000	5000	4079.39	4020.6497	2393944	1.0546	1130000	2610000	69.61	yes	281.00	21	84396	251253	0.0	no	0:22.52	1108792	0	comfortable/SRR10353548/more4to1.auto.s4556
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	more4to1	never	7	20000	5000	20000	5000	3897.798	3970.3376	39047	0.0172	29240	3280000	67.57	no	NA	NA	NA	251253	0.0	no	1:36.32	2350680	0	comfortable/SRR10353548/more4to1.never.s7
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	more4to1	never	42	20000	5000	20000	5000	3910.0293	3964.0703	39382	0.0173	30000	2730000	67.62	no	NA	NA	NA	251253	0.0	no	1:34.53	2106556	0	comfortable/SRR10353548/more4to1.never.s42
SRR10353548	OXFORD_NANOPORE	2269994	comfortable	1	251253	more4to1	never	4556	20000	5000	20000	5000	3895.0603	3946.0557	38593	0.0170	29400	3110000	67.33	no	NA	NA	NA	251253	0.0	no	1:37.30	2214492	0	comfortable/SRR10353548/more4to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	legacy	auto	7	2611	5000	1411	2702	3761.9363	3715.6558	2126520	0.9586	595280	2710000	4.63	yes	67.00	2	4113	7611	2.37	yes	0:01.06	128008	0	starved/SRR10388020/legacy.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	legacy	auto	42	2611	5000	1396	2672	3691.124	3763.4128	2102864	0.9479	709300	2710000	4.57	yes	68.00	2	4068	7611	2.25	yes	0:00.97	123412	0	starved/SRR10388020/legacy.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	legacy	auto	4556	2611	5000	1406	2690	3772.6594	3695.1	2008314	0.9053	640160	2630000	4.61	yes	67.00	2	4096	7611	2.60	yes	0:01.02	131384	0	starved/SRR10388020/legacy.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	legacy	never	7	2611	5000	2611	5000	3662.0618	3716.0757	757111	0.3413	30400	2740000	8.45	no	NA	NA	NA	7611	1.56	no	0:42.84	284276	0	starved/SRR10388020/legacy.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	legacy	never	42	2611	5000	2611	5000	3649.4294	3722.672	717435	0.3234	30940	2680000	8.44	no	NA	NA	NA	7611	1.06	no	0:43.68	248764	0	starved/SRR10388020/legacy.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	legacy	never	4556	2611	5000	2611	5000	3726.3423	3682.508	673793	0.3037	30550	2860000	8.49	no	NA	NA	NA	7611	1.70	no	0:43.16	253952	0	starved/SRR10388020/legacy.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	1to1	auto	7	3805	3806	2057	2056	3727.2197	3735.8477	2135321	0.9626	633260	2700000	6.74	yes	67.00	2	4113	7611	0.78	yes	0:01.41	181464	0	starved/SRR10388020/1to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	1to1	auto	42	3805	3806	2034	2034	3666.3525	3810.859	2097845	0.9457	715840	2700000	6.67	yes	68.00	2	4068	7611	0.39	yes	0:01.09	180196	0	starved/SRR10388020/1to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	1to1	auto	4556	3805	3806	2048	2048	3744.3354	3699.1108	2094348	0.9441	679280	2610000	6.69	yes	67.00	2	4096	7611	0.68	yes	0:01.10	175576	0	starved/SRR10388020/1to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	1to1	never	7	3805	3806	3805	3806	3695.5918	3699.4993	755014	0.3403	30940	2930000	12.34	no	NA	NA	NA	7611	0.21	no	0:44.11	322608	0	starved/SRR10388020/1to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	1to1	never	42	3805	3806	3805	3806	3667.2837	3727.8	699933	0.3155	30970	2800000	12.34	no	NA	NA	NA	7611	0.42	no	0:44.29	290804	0	starved/SRR10388020/1to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	1to1	never	4556	3805	3806	3805	3806	3700.3586	3694.7336	692922	0.3124	31100	2940000	12.34	no	NA	NA	NA	7611	0.34	no	0:43.73	343968	0	starved/SRR10388020/1to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	2to1	auto	7	5074	2537	2742	1371	3736.679	3721.24	2226814	1.0038	672450	2750000	8.97	yes	67.00	2	4113	7611	0.29	yes	0:01.39	209008	0	starved/SRR10388020/2to1.auto.s7
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	2to1	auto	42	5074	2537	2712	1356	3703.468	3808.8813	2133330	0.9617	680600	2560000	8.94	yes	68.00	2	4068	7611	0.29	yes	0:01.12	191372	0	starved/SRR10388020/2to1.auto.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	2to1	auto	4556	5074	2537	2731	1365	3710.5415	3744.0945	2167900	0.9772	714370	2630000	8.93	yes	67.00	2	4096	7611	0.22	yes	0:01.08	199984	0	starved/SRR10388020/2to1.auto.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	2to1	never	7	5074	2537	5074	2537	3697.9443	3696.7485	707338	0.3189	30840	3070000	16.46	no	NA	NA	NA	7611	0.16	no	0:37.11	491556	0	starved/SRR10388020/2to1.never.s7
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	2to1	never	42	5074	2537	5074	2537	3674.709	3743.2192	686605	0.3095	31740	2900000	16.51	no	NA	NA	NA	7611	0.08	no	0:36.76	425636	0	starved/SRR10388020/2to1.never.s42
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	2to1	never	4556	5074	2537	5074	2537	3695.583	3701.472	654672	0.2951	31050	3100000	16.46	no	NA	NA	NA	7611	0.0	no	0:37.01	418916	0	starved/SRR10388020/2to1.never.s4556
SRR10388020	OXFORD_NANOPORE	2218399	starved	24	7611	4to1	auto	7	6088	1523	3290	823	3709.1392	3821.0522	2286885	1.0309	729860	2730000	10.87	yes	67.00	2	4113	7611	0.0	yes	0:01.06	225124	0	starved/SRR10388020/4to1.auto.s7
